UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp difference,Power,Wear severity,Load factor
7811,L54990,L,300.1,311.5,2218,17.0,123,0,0,0,0,0,0,11.399999999999977,3948.563086541891,2091.0,0.007664562669071236
7812,M22671,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0,11.399999999999977,5987.247279211428,4875.0,0.02660300136425648
7813,L54992,L,300.0,311.5,1666,32.0,128,0,0,0,0,0,0,11.5,5582.819584939302,4096.0,0.01920768307322929
7814,L54993,L,300.0,311.5,1455,41.7,130,0,0,0,0,0,0,11.5,6353.714062252677,5421.0,0.028659793814432993
7815,L54994,L,300.0,311.4,1927,24.6,132,0,0,0,0,0,0,11.399999999999977,4964.1562156433765,3247.2000000000003,0.012765957446808512
7816,M22675,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0,11.400000000000034,5064.791900313368,3805.6,0.01667645331767469
7817,L54996,L,299.8,311.2,1533,35.9,137,0,0,0,0,0,0,11.399999999999977,5763.22030708394,4918.3,0.023418134377038487
7818,H37231,H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0,11.5,4747.888977370254,3530.6,0.014229691876750699
7819,L54998,L,299.8,311.2,2142,16.6,144,0,0,0,0,0,0,11.399999999999977,3723.541276740767,2390.4,0.007749766573295986
7820,L54999,L,299.8,311.2,1369,46.2,146,0,0,0,0,0,0,11.399999999999977,6623.294127857219,6745.200000000001,0.0337472607742878
7821,M22680,M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0,11.399999999999977,5216.635545236875,4321.599999999999,0.01711606096131301
7822,L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0,11.400000000000034,4604.401968905296,3684.3999999999996,0.013540510543840176
7823,H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0,11.400000000000034,6185.104784534513,6395.4,0.029582448690728944
7824,L55003,L,300.0,311.3,1484,53.2,158,0,0,0,0,0,0,11.300000000000011,8267.499002990995,8405.6,0.035849056603773584
7825,L55004,L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0,11.400000000000034,6124.377798540622,6096.0,0.02482084690553746
7826,M22685,M,299.9,311.2,1579,35.5,162,0,0,0,0,0,0,11.300000000000011,5870.0135133549675,5751.0,0.022482583913869536
7827,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0,11.300000000000011,8739.910762286805,10593.0,0.04938461538461539
7828,M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0,11.300000000000011,6735.951640414947,7398.099999999999,0.030509641873278235
7829,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,11.300000000000011,5839.529592639637,6069.000000000001,0.022855313700384124
7830,L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0,11.399999999999977,4931.378932290923,4895.900000000001,0.01700721153846154
7831,H37244,H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0,11.300000000000011,5604.70601375931,6264.999999999999,0.02394648829431438
7832,M22691,M,300.0,311.4,1533,42.6,180,0,0,0,0,0,0,11.399999999999977,6838.807383893477,7668.0,0.027788649706457925
7833,L55012,L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,11.399999999999977,5749.952314110279,6771.0,0.024932614555256066
7834,L55013,L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0,11.399999999999977,6500.457855101856,7159.500000000001,0.02412718204488778
7835,L55014,L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0,11.399999999999977,7081.652496015969,8527.2,0.03074848280512475
7836,L55015,L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0,11.399999999999977,5628.718253608249,6558.3,0.022401549386701098
7837,L55016,L,300.1,311.4,1604,35.0,191,0,0,0,0,0,0,11.299999999999955,5878.9670524177,6685.0,0.021820448877805487
7838,L55017,L,300.2,311.5,1685,31.0,193,0,0,0,0,0,0,11.300000000000011,5470.036408675428,5983.0,0.018397626112759646
7839,L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0,11.400000000000034,7068.834797989323,9594.0,0.0358600583090379
7840,L55019,L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0,11.300000000000011,6820.146323531154,9337.8,0.03449781659388646
7841,L55020,L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0,11.400000000000034,5213.577728387381,6169.0,0.019302615193026153
7842,L55021,L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0,11.399999999999977,7270.8182616641225,9487.2,0.03208701563562203
7843,L55022,L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0,11.399999999999977,5403.0052934233345,6313.3,0.018746232670283303
7844,M22703,M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0,11.599999999999966,7110.471372624898,9942.5,0.03464285714285714
7845,L55024,L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0,11.599999999999966,6704.975536850552,8860.800000000001,0.028343313373253493
7846,L55025,L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0,11.600000000000023,4368.23797715944,4872.0,0.012903225806451613
7847,M22706,M,300.2,311.6,1608,35.0,212,0,0,0,0,0,0,11.400000000000034,5893.627818134452,7420.0,0.021766169154228857
7848,L55027,L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0,11.400000000000034,7046.571378050882,10943.5,0.03850226928895613
7849,H37262,H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0,11.400000000000034,6107.455086113286,8180.900000000001,0.024369747899159664
7850,M22709,M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0,11.399999999999977,6892.08879529836,10633.8,0.03486171761280932
7851,M22710,M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0,11.399999999999977,5576.285072219835,0.0,0.02543192812715964
7852,L55031,L,300.4,311.7,1373,47.2,3,0,0,0,0,0,0,11.300000000000011,6786.426562382623,141.60000000000002,0.03437727603787327
7853,L55032,L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0,11.399999999999977,5949.391087735671,187.5,0.024752475247524754
7854,L55033,L,300.3,311.7,1317,56.5,7,0,0,0,0,0,0,11.399999999999977,7792.249338331444,395.5,0.04290053151100987
7855,L55034,L,300.3,311.8,1551,37.2,9,0,0,0,0,0,0,11.5,6042.036655090034,334.8,0.023984526112185687
7856,M22715,M,300.3,311.8,1592,32.1,11,0,0,0,0,0,0,11.5,5351.5145898309975,353.1,0.020163316582914575
7857,L55036,L,300.4,311.8,1433,42.2,14,0,0,0,0,0,0,11.400000000000034,6332.675863449138,590.8000000000001,0.029448709002093513
7858,L55037,L,300.5,311.9,1432,43.1,16,0,0,0,0,0,0,11.399999999999977,6463.219510181306,689.6,0.03009776536312849
7859,L55038,L,300.5,311.9,1350,51.7,18,0,0,0,0,0,0,11.399999999999977,7308.915308576655,930.6,0.0382962962962963
7860,M22719,M,300.5,311.9,1370,44.8,20,0,0,0,0,0,0,11.399999999999977,6427.279690224237,896.0,0.032700729927007295
7861,L55040,L,300.5,312.0,1415,44.6,23,0,0,0,0,0,0,11.5,6608.759025846609,1025.8,0.03151943462897527
7862,L55041,L,300.5,312.0,1498,42.9,25,0,0,0,0,0,0,11.5,6729.7312869608395,1072.5,0.02863818424566088
7863,M22722,M,300.5,312.0,1382,54.1,27,0,0,0,0,0,0,11.5,7829.498155227507,1460.7,0.03914616497829233
7864,M22723,M,300.5,311.9,1511,44.5,30,0,0,0,0,0,0,11.399999999999977,7041.303974368363,1335.0,0.02945069490403706
7865,L55044,L,300.5,311.9,1330,59.5,33,0,0,0,0,0,0,11.399999999999977,8286.997821394276,1963.5,0.04473684210526316
7866,L55045,L,300.5,311.9,1383,50.5,35,0,0,0,0,0,0,11.399999999999977,7313.784777189719,1767.5,0.03651482284887925
7867,L55046,L,300.5,311.9,1431,49.4,37,0,0,0,0,0,0,11.399999999999977,7402.786097065916,1827.8,0.034521313766596784
7868,L55047,L,300.5,312.0,1461,38.1,39,0,0,0,0,0,0,11.5,5829.130920956254,1485.9,0.026078028747433264
7869,H37282,H,300.4,311.9,1438,46.7,41,0,0,0,0,0,1,11.5,7032.413267158705,1914.7,0.03247566063977747
7870,M22729,M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0,11.5,5160.41150871313,1274.2,0.015570545250140528
7871,M22730,M,300.6,312.1,1293,52.3,49,0,0,0,0,0,0,11.5,7081.55824823636,2562.7,0.04044856921887084
7872,L55051,L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0,11.599999999999966,7492.447151399369,2844.4,0.041819571865443425
7873,L55052,L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0,11.699999999999989,5968.020732171458,2008.8000000000002,0.024281984334203657
7874,L55053,L,300.7,312.4,1470,38.6,56,0,0,0,0,0,0,11.699999999999989,5942.008344999735,2161.6,0.026258503401360545
7875,L55054,L,300.7,312.3,1548,37.9,58,0,0,0,0,0,0,11.600000000000023,6143.824257066343,2198.2,0.024483204134366925
7876,L55055,L,300.7,312.3,1898,24.0,60,0,0,0,0,0,0,11.600000000000023,4770.194285210742,1440.0,0.012644889357218124
7877,H37290,H,300.7,312.2,1335,49.0,62,0,0,0,0,0,0,11.5,6850.242781152544,3038.0,0.03670411985018727
7878,L55057,L,300.7,312.3,1420,53.8,67,0,0,0,0,0,0,11.600000000000023,8000.170412121527,3604.6,0.03788732394366197
7879,L55058,L,300.7,312.3,1418,49.0,69,0,0,0,0,0,0,11.600000000000023,7276.1380252242,3381.0,0.03455571227080395
7880,M22739,M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0,11.5,6478.016411579712,2861.2999999999997,0.026254071661237784
7881,H37294,H,300.7,312.4,1457,47.2,74,0,0,0,0,0,0,11.699999999999989,7201.619447481051,3492.8,0.032395332875772134
7882,L55061,L,300.8,312.4,1493,39.1,79,0,0,0,0,0,0,11.599999999999966,6113.151840791795,3088.9,0.026188881446751508
7883,H37296,H,300.7,312.3,1670,27.3,81,0,0,0,0,0,0,11.600000000000023,4774.278355660409,2211.3,0.016347305389221557
7884,H37297,H,300.7,312.3,1446,45.4,86,0,0,0,0,0,0,11.600000000000023,6874.684371997472,3904.4,0.0313969571230982
7885,L55064,L,300.8,312.4,1465,59.1,91,1,0,0,1,0,0,11.599999999999966,9066.793477892823,5378.1,0.04034129692832764
7886,L55065,L,300.7,312.3,1590,36.3,93,0,0,0,0,0,0,11.600000000000023,6044.110106241403,3375.8999999999996,0.022830188679245283
7887,M22746,M,300.6,312.2,2174,18.5,95,0,0,0,0,0,0,11.599999999999966,4211.723831157597,1757.5,0.008509659613615455
7888,L55067,L,300.7,312.4,1590,37.9,98,0,0,0,0,0,0,11.699999999999989,6310.517163265817,3714.2,0.023836477987421383
7889,L55068,L,300.7,312.3,1577,33.2,100,0,0,0,0,0,0,11.600000000000023,5482.749386946955,3320.0000000000005,0.02105263157894737
7890,M22749,M,300.7,312.4,1371,61.7,102,0,0,0,0,0,0,11.699999999999989,8858.317389400605,6293.400000000001,0.0450036469730124
7891,L55070,L,300.8,312.4,1767,25.6,105,0,0,0,0,0,0,11.599999999999966,4737.019066788834,2688.0,0.0144878324844369
7892,L55071,L,300.8,312.5,1517,39.2,107,0,0,0,0,0,0,11.699999999999989,6227.306845847736,4194.400000000001,0.025840474620962426
7893,M22752,M,300.9,312.6,1555,40.6,109,0,0,0,0,0,0,11.700000000000045,6611.272299969481,4425.400000000001,0.026109324758842443
7894,L55073,L,300.9,312.7,1416,43.8,112,0,0,0,0,0,0,11.800000000000011,6494.802988325395,4905.599999999999,0.030932203389830507
7895,M22754,M,300.8,312.6,1588,35.6,114,0,0,0,0,0,0,11.800000000000011,5920.100972228702,4058.4,0.022418136020151136
7896,L55075,L,300.8,312.6,1422,50.0,117,0,0,0,0,0,0,11.800000000000011,7445.574589007809,5850.0,0.035161744022503515
7897,L55076,L,300.8,312.6,1376,53.6,119,0,0,0,0,0,0,11.800000000000011,7723.458931193339,6378.400000000001,0.038953488372093024
7898,L55077,L,300.8,312.5,1434,50.7,121,0,0,0,0,0,0,11.699999999999989,7613.524132268721,6134.700000000001,0.03535564853556485
7899,L55078,L,300.8,312.5,1423,47.3,123,0,0,0,0,0,0,11.699999999999989,7048.466805618547,5817.9,0.03323963457484188
7900,L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0,11.5,7498.981664118835,6562.5,0.03848973607038123
7901,L55080,L,300.8,312.4,1825,23.8,127,0,0,0,0,0,0,11.599999999999966,4548.502563622422,3022.6,0.01304109589041096
7902,L55081,L,300.8,312.4,1365,44.5,129,0,0,0,0,0,0,11.599999999999966,6360.939725355933,5740.5,0.0326007326007326
7903,M22762,M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0,11.600000000000023,7068.164591556557,6183.200000000001,0.03300699300699301
7904,L55083,L,300.8,312.3,1435,44.8,134,0,0,0,0,0,0,11.5,6732.223617132687,6003.2,0.031219512195121948
7905,M22764,M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0,11.599999999999966,4760.151660694767,3413.6000000000004,0.013859745996686913
7906,M22765,M,300.8,312.4,1465,43.7,139,0,0,0,0,0,0,11.599999999999966,6704.2110826381795,6074.3,0.029829351535836178
7907,L55086,L,300.9,312.4,1372,51.0,142,0,0,0,0,0,0,11.5,7327.4507052328345,7242.0,0.03717201166180758
7908,L55087,L,300.8,312.3,1858,26.3,144,0,0,0,0,0,0,11.5,5117.172721824222,3787.2000000000003,0.014155005382131325
7909,L55088,L,300.7,312.3,1715,26.8,146,0,0,0,0,0,0,11.600000000000023,4813.129384809802,3912.8,0.015626822157434404
7910,L55089,L,300.7,312.2,1590,38.5,148,0,0,0,0,0,0,11.5,6410.419809649972,5698.0,0.024213836477987423
7911,M22770,M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0,11.399999999999977,4478.319383741226,3855.0,0.015444711538461537
7912,L55091,L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0,11.400000000000034,5842.608353440154,5645.7,0.024404761904761905
7913,L55092,L,300.7,312.1,1498,44.0,155,0,0,0,0,0,0,11.400000000000034,6902.288499447014,6820.0,0.029372496662216287
7914,L55093,L,300.7,312.1,1395,41.9,157,0,0,0,0,0,0,11.400000000000034,6120.922046621673,6578.3,0.03003584229390681
7915,H37328,H,300.7,312.1,1490,43.1,159,0,0,0,0,0,0,11.400000000000034,6724.997954029432,6852.900000000001,0.028926174496644298
7916,H37329,H,300.8,312.1,1527,35.1,164,0,0,0,0,0,0,11.300000000000011,5612.738018976988,5756.400000000001,0.022986247544204322
7917,L55096,L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0,11.300000000000011,5874.275607388339,6269.900000000001,0.024537037037037038
7918,L55097,L,300.9,312.1,1474,42.4,171,0,0,0,0,0,0,11.200000000000045,6544.7333675664495,7250.4,0.02876526458616011
7919,L55098,L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0,11.300000000000011,6509.013459095132,7144.9,0.027441860465116277
7920,L55099,L,300.8,312.0,1496,40.0,175,0,0,0,0,0,0,11.199999999999989,6266.430146360441,7000.0,0.026737967914438502
7921,L55100,L,300.8,312.0,1382,49.3,177,0,0,0,0,0,0,11.199999999999989,7134.829187665731,8726.1,0.03567293777134587
7922,L55101,L,300.7,311.9,1419,47.7,179,0,0,0,0,0,0,11.199999999999989,7088.092760955828,8538.300000000001,0.033615221987315015
7923,L55102,L,300.7,311.9,1462,39.7,181,0,0,0,0,0,0,11.199999999999989,6078.081194802221,7185.700000000001,0.027154582763337896
7924,M22783,M,300.8,312.0,1450,45.0,183,0,0,0,0,0,0,11.199999999999989,6832.964021557799,8235.0,0.03103448275862069
7925,H37338,H,300.7,311.9,1389,46.5,186,0,0,0,0,0,0,11.199999999999989,6763.691903546145,8649.0,0.03347732181425486
7926,M22785,M,300.7,311.9,1697,28.2,191,0,0,0,0,0,0,11.199999999999989,5011.405769153366,5386.2,0.01661756040070713
7927,L55106,L,300.7,311.9,1335,57.1,194,1,0,0,0,1,0,11.199999999999989,7982.629853138986,11077.4,0.04277153558052434
7928,L55107,L,300.7,311.9,1476,42.0,196,0,0,0,0,0,0,11.199999999999989,6491.787059377949,8232.0,0.028455284552845527
7929,L55108,L,300.6,311.7,1497,43.6,198,0,0,0,0,0,0,11.099999999999966,6834.974640856098,8632.800000000001,0.029124916499666
7930,M22789,M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0,11.0,5103.496321805595,5840.0,0.01749550629119233
7931,L55110,L,300.6,311.6,1455,48.0,203,0,0,0,0,0,0,11.0,7313.627697557038,9744.0,0.032989690721649485
7932,L55111,L,300.7,311.7,1499,38.4,205,0,0,0,0,0,0,11.0,6027.836656295807,7872.0,0.02561707805203469
7933,L55112,L,300.7,311.8,1478,41.9,207,0,0,0,0,0,0,11.100000000000023,6485.105939001313,8673.3,0.02834912043301759
7934,L55113,L,300.8,311.8,1928,21.8,209,0,0,0,0,0,0,11.0,4401.413195581348,4556.2,0.011307053941908713
7935,M22794,M,300.8,311.9,1621,28.3,211,0,0,0,0,0,0,11.099999999999966,4803.9454622858075,5971.3,0.017458359037631092
7936,M22795,M,300.8,311.9,1356,44.3,214,0,0,0,0,0,0,11.099999999999966,6290.599465842057,9480.199999999999,0.03266961651917404
7937,L55116,L,300.8,311.7,1490,46.4,217,0,0,0,0,0,0,10.899999999999977,7239.904989952798,10068.8,0.031140939597315436
7938,L55117,L,300.8,311.7,1578,31.4,219,0,0,0,0,0,0,10.899999999999977,5188.780090375046,6876.599999999999,0.019898605830164763
7939,L55118,L,300.8,311.7,1681,31.3,221,0,0,0,0,0,0,10.899999999999977,5509.861331547435,6917.3,0.018619869125520525
7940,L55119,L,300.8,311.8,1417,43.4,223,0,0,0,0,0,0,11.0,6440.034556397813,9678.199999999999,0.030628087508821452
7941,M22800,M,300.7,311.7,1532,40.0,0,0,0,0,0,0,0,11.0,6417.22659373275,0.0,0.02610966057441253
7942,M22801,M,300.7,311.7,1499,38.9,3,0,0,0,0,0,0,11.0,6106.324112757992,116.69999999999999,0.025950633755837223
7943,L55122,L,300.8,311.7,1432,45.8,6,0,0,0,0,0,0,10.899999999999977,6868.107971375957,274.79999999999995,0.03198324022346369
7944,L55123,L,300.8,311.7,1753,29.0,8,0,0,0,0,0,0,10.899999999999977,5323.6381910181435,232.0,0.01654306902452938
7945,L55124,L,300.8,311.7,1414,49.0,10,0,0,0,0,0,0,10.899999999999977,7255.612953220746,490.0,0.034653465346534656
7946,L55125,L,300.8,311.7,1655,32.2,12,0,0,0,0,0,0,10.899999999999977,5580.62047008179,386.40000000000003,0.019456193353474323
7947,L55126,L,300.8,311.6,1516,35.6,14,0,0,0,0,0,0,10.800000000000011,5651.683295905989,498.40000000000003,0.023482849604221638
7948,L55127,L,300.8,311.7,1426,45.5,16,0,0,0,0,0,0,10.899999999999977,6794.531871428885,728.0,0.03190743338008415
7949,L55128,L,300.8,311.7,1479,39.4,18,0,0,0,0,0,0,10.899999999999977,6102.292402185886,709.1999999999999,0.026639621365787694
7950,M22809,M,300.7,311.5,1569,36.4,20,0,0,0,0,0,0,10.800000000000011,5980.71276649196,728.0,0.02319949012109624
7951,L55130,L,300.8,311.6,1568,36.0,23,0,0,0,0,0,0,10.800000000000011,5911.2207369945545,828.0,0.02295918367346939
7952,M22811,M,300.9,311.8,1843,24.5,25,0,0,0,0,0,0,10.900000000000034,4728.463462795557,612.5,0.013293543136190992
7953,M22812,M,300.9,311.9,1480,40.9,28,0,0,0,0,0,0,11.0,6338.896216903245,1145.2,0.027635135135135134
7954,L55133,L,301.0,312.0,1447,36.8,31,0,0,0,0,0,0,11.0,5576.285072219835,1140.8,0.02543192812715964
7955,L55134,L,301.0,311.9,1454,41.9,33,0,0,0,0,0,0,10.899999999999977,6379.799753252984,1382.7,0.028817056396148556
7956,M22815,M,300.9,311.9,1310,56.1,35,0,0,0,0,0,0,11.0,7695.959523498916,1963.5,0.042824427480916034
7957,H37370,H,300.9,311.9,1513,38.0,38,0,0,0,0,0,0,11.0,6020.757600849718,1444.0,0.02511566424322538
7958,H37371,H,300.9,311.9,2140,16.5,43,0,0,0,0,0,0,11.0,3697.6545532751866,709.5,0.007710280373831775
7959,L55138,L,301.0,312.1,1377,49.9,48,0,0,0,0,0,0,11.100000000000023,7195.535229708597,2395.2,0.03623819898329702
7960,L55139,L,301.0,312.1,1585,32.3,50,0,0,0,0,0,0,11.100000000000023,5361.180223228541,1614.9999999999998,0.020378548895899053
7961,H37374,H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0,11.099999999999966,6651.442798033382,2215.2000000000003,0.028571428571428574
7962,L55141,L,301.0,312.2,1264,59.0,57,0,0,0,0,0,0,11.199999999999989,7809.580457803748,3363.0,0.04667721518987342
7963,L55142,L,301.0,312.2,1372,47.0,59,0,0,0,0,0,0,11.199999999999989,6752.748689136141,2773.0,0.034256559766763846
7964,L55143,L,301.0,312.2,1510,39.9,61,0,0,0,0,0,0,11.199999999999989,6309.260526204381,2433.9,0.02642384105960265
7965,L55144,L,300.9,312.1,1423,40.2,63,0,0,0,0,0,0,11.200000000000045,5990.451703718089,2532.6000000000004,0.028250175685172175
7966,L55145,L,301.1,312.3,1464,35.3,65,0,0,0,0,0,0,11.199999999999989,5411.833168779921,2294.5,0.024112021857923497
7967,L55146,L,301.0,312.2,1602,35.9,67,0,0,0,0,0,0,11.199999999999989,6022.621612490849,2405.2999999999997,0.02240948813982522
7968,M22827,M,301.0,312.2,1629,32.6,69,0,0,0,0,0,0,11.199999999999989,5561.184483531581,2249.4,0.020012277470841007
7969,L55148,L,300.9,312.2,1811,23.2,72,0,0,0,0,0,0,11.300000000000011,4399.82145530353,1670.3999999999999,0.012810601877415792
7970,L55149,L,300.9,312.1,1711,28.8,74,0,0,0,0,0,0,11.200000000000045,5160.254429080451,2131.2000000000003,0.016832261835184104
7971,M22830,M,300.9,312.1,1297,48.6,76,0,0,0,0,0,0,11.200000000000045,6600.925988163658,3693.6,0.037471087124132614
7972,L55151,L,301.0,312.1,1405,46.1,79,0,0,0,0,0,0,11.100000000000023,6782.750898977924,3641.9,0.03281138790035587
7973,L55152,L,301.1,312.2,1397,54.9,81,0,0,0,0,0,0,11.099999999999966,8031.51303482884,4446.9,0.03929849677881174
7974,L55153,L,301.1,312.3,1682,29.7,83,0,0,0,0,0,0,11.199999999999989,5231.317254904652,2465.1,0.01765755053507729
7975,L55154,L,301.2,312.3,1528,38.4,85,0,0,0,0,0,0,11.100000000000023,6144.452575597062,3264.0,0.02513089005235602
7976,M22835,M,301.2,312.3,1548,38.3,87,0,0,0,0,0,0,11.100000000000023,6208.666729436436,3332.1,0.02474160206718346
7977,H37390,H,301.2,312.4,1395,47.8,90,0,0,0,0,0,0,11.199999999999989,6982.817991134032,4302.0,0.034265232974910395
7978,L55157,L,301.2,312.4,1378,59.0,95,0,0,0,0,0,0,11.199999999999989,8513.925530738577,5605.0,0.04281567489114659
7979,L55158,L,301.2,312.4,1480,53.5,97,0,0,0,0,0,0,11.199999999999989,8291.71021037466,5189.5,0.03614864864864865
7980,M22839,M,301.2,312.4,1428,36.6,99,0,0,0,0,0,0,11.199999999999989,5473.157057377994,3623.4,0.02563025210084034
7981,M22840,M,301.2,312.4,1505,39.6,102,0,0,0,0,0,0,11.199999999999989,6241.087965621483,4039.2000000000003,0.026312292358803988
7982,L55161,L,301.0,312.3,1445,36.4,105,0,0,0,0,0,0,11.300000000000011,5508.049679783865,3822.0,0.02519031141868512
7983,L55162,L,301.0,312.3,1488,42.6,107,0,0,0,0,0,0,11.300000000000011,6638.059613329088,4558.2,0.028629032258064516
7984,L55163,L,301.0,312.2,1601,33.0,109,0,0,0,0,0,0,11.199999999999989,5532.658822236985,3597.0,0.02061211742660837
7985,L55164,L,301.0,312.3,1550,34.9,111,0,0,0,0,0,0,11.300000000000011,5664.815153197996,3873.8999999999996,0.022516129032258064
7986,L55165,L,301.0,312.2,1540,34.1,113,0,0,0,0,0,0,11.199999999999989,5499.253220353814,3853.3,0.022142857142857145
7987,L55166,L,301.1,312.3,1587,34.5,115,0,0,0,0,0,0,11.199999999999989,5733.563672434052,3967.5,0.021739130434782608
7988,H37401,H,301.0,312.2,1489,40.3,117,0,0,0,0,0,0,11.199999999999989,6283.886929538888,4715.099999999999,0.027065144392209535
7989,L55168,L,301.1,312.3,1486,34.9,122,0,0,0,0,0,0,11.199999999999989,5430.913108162723,4257.8,0.023485868102288022
7990,L55169,L,301.1,312.4,1430,37.9,124,0,0,0,0,0,0,11.299999999999955,5675.496568220201,4699.599999999999,0.026503496503496503
7991,M22850,M,301.1,312.4,1809,25.1,126,0,0,0,0,0,0,11.299999999999955,4754.89472898776,3162.6000000000004,0.013875069098949696
7992,L55171,L,301.1,312.3,1534,39.0,129,0,0,0,0,0,0,11.199999999999989,6264.964069788766,5031.0,0.025423728813559324
7993,M22852,M,301.1,312.3,1852,25.9,131,0,0,0,0,0,0,11.199999999999989,5023.071549873696,3392.8999999999996,0.013984881209503239
7994,L55173,L,301.1,312.3,1595,31.9,134,0,0,0,0,0,0,11.199999999999989,5328.193500365849,4274.599999999999,0.02
