Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp difference,Power,Wear severity,Load factor
L,298.8,310.1,1481,47.4,187,0,11.300000000000011,7351.263977547044,8863.8,0.0320054017555705
M,298.9,310.1,1441,41.2,189,0,11.200000000000044,6217.128085650106,7786.8,0.0285912560721721
H,298.8,310.1,1483,45.4,192,0,11.300000000000011,7050.5926166474765,8716.8,0.0306136210384356
L,298.7,310.0,1555,32.6,197,0,11.300000000000011,5308.558546280913,6422.200000000001,0.0209646302250803
L,298.6,309.9,1615,28.8,199,0,11.299999999999956,4870.725250125615,5731.2,0.0178328173374613
L,298.6,309.8,1561,32.6,201,0,11.199999999999989,5329.041730382319,6552.6,0.0208840486867392
L,298.5,309.8,1593,35.1,203,0,11.300000000000011,5855.331803687192,7125.3,0.0220338983050847
M,298.5,309.7,1552,34.0,205,0,11.199999999999989,5525.852038154207,6970.0,0.0219072164948453
H,298.5,309.7,1561,35.3,208,0,11.199999999999989,5770.404082285148,7342.4,0.0226137091607943
L,298.6,309.8,1597,35.9,213,0,11.199999999999989,6003.82441644687,7646.7,0.0224796493425172
M,298.6,309.9,1517,34.0,215,0,11.299999999999956,5401.235529561812,7310.0,0.022412656558998
L,298.6,309.8,2271,16.2,218,1,11.199999999999989,3852.6607348033062,3531.6,0.0071334214002642
L,298.5,309.7,1613,36.7,0,0,11.199999999999989,6199.105815794012,0.0,0.0227526348419094
M,298.5,309.6,1509,47.3,2,0,11.100000000000025,7474.4458254943,94.6,0.0313452617627567
L,298.6,309.7,1703,26.1,5,0,11.099999999999966,4654.615091485173,130.5,0.0153258954785672
L,298.6,309.7,1925,22.1,7,0,11.099999999999966,4455.040182178126,154.70000000000002,0.0114805194805194
M,298.6,309.6,1635,29.7,9,0,11.0,5085.138948733118,267.3,0.0181651376146789
L,298.5,309.5,1294,66.7,12,1,11.0,9038.34112042681,800.4000000000001,0.0515455950540958
L,298.6,309.6,1472,39.1,14,0,11.0,6027.166449863042,547.4,0.0265625
H,298.6,309.6,1449,42.5,16,0,11.0,6448.904319656448,680.0,0.0293305728088336
L,298.6,309.6,1563,35.0,21,0,11.0,5728.694203820987,735.0,0.0223928342930262
L,298.6,309.6,1611,35.7,23,0,11.0,6022.715860270458,821.1,0.0221601489757914
L,298.6,309.6,1386,48.6,25,0,11.0,7053.8808169582335,1215.0,0.035064935064935
H,298.6,309.5,1584,31.8,27,0,10.899999999999975,5274.859729083407,858.6,0.0200757575757575
M,298.7,309.6,1424,50.4,32,0,10.900000000000034,7515.694937035934,1612.8,0.0353932584269662
L,298.5,309.5,1561,34.8,35,0,11.0,5688.6703134142535,1218.0,0.0222934016655989
L,298.5,309.4,1560,37.9,37,0,10.899999999999975,6191.450801694764,1402.3,0.0242948717948717
H,298.6,309.5,1375,41.0,39,0,10.899999999999975,5903.57619487082,1599.0,0.0298181818181818
M,298.6,309.5,1684,27.8,44,0,10.899999999999975,4902.476279877897,1223.2,0.0165083135391924
M,298.6,309.6,1397,54.1,47,0,11.0,7914.47823650711,2542.7000000000003,0.0387258410880458
L,298.6,309.6,1387,57.6,50,0,11.0,8366.186900215764,2880.0,0.0415284787310742
H,298.7,309.7,1311,54.5,52,0,11.0,7482.174143422131,2834.0,0.0415713196033562
L,298.8,309.8,1509,36.2,57,0,11.0,5720.400399215511,2063.4,0.0239893969516235
M,298.8,309.8,1477,46.7,59,0,11.0,7223.13935715814,2755.3,0.031618144888287
L,298.8,309.9,1441,41.6,62,0,11.099999999999966,6277.488552501078,2579.2000000000003,0.0288688410825815
L,298.7,309.9,1404,47.1,64,0,11.199999999999989,6924.94985445491,3014.4,0.0335470085470085
H,298.8,309.9,1466,44.6,66,0,11.099999999999966,6846.954580841786,2943.6,0.0304229195088676
M,298.7,309.8,1435,48.8,71,0,11.100000000000025,7333.315011519534,3464.8,0.0340069686411149
H,298.7,309.7,1697,29.8,74,0,11.0,5295.740848254267,2205.2000000000003,0.0175604007071302
M,298.7,309.6,1738,27.3,79,0,10.900000000000034,4968.680109064546,2156.7000000000003,0.0157077100115074
H,298.6,309.5,1420,50.4,82,0,10.899999999999975,7494.58343440381,4132.8,0.0354929577464788
M,298.5,309.5,1535,39.8,87,0,11.0,6397.643999525373,3462.6,0.0259283387622149
L,298.6,309.6,1715,28.4,90,0,11.0,5100.480392858149,2556.0,0.0165597667638483
L,298.6,309.5,1483,43.2,92,0,10.899999999999975,6708.933943594076,3974.4,0.029130141604855
M,298.5,309.4,1521,37.5,94,0,10.899999999999975,5972.953032637593,3525.0,0.02465483234714
H,298.5,309.4,1573,36.0,97,0,10.899999999999975,5930.070292916093,3492.0,0.0228862047043865
H,298.5,309.4,1414,46.7,102,0,10.899999999999975,6915.043365620589,4763.400000000001,0.033026874115983
L,298.5,309.3,1590,33.9,107,0,10.800000000000011,5644.4995207047805,3627.3,0.0213207547169811
L,298.5,309.3,1623,33.1,109,0,10.800000000000011,5625.681380709779,3607.9,0.0203943314849045
H,298.4,309.3,1694,30.9,111,0,10.900000000000034,5481.513693836543,3429.9,0.0182408500590318
M,298.4,309.2,1597,33.5,116,0,10.800000000000011,5602.454539024238,3886.0,0.0209768315591734
L,298.5,309.3,1471,44.7,119,0,10.800000000000011,6885.711362211574,5319.3,0.0303874915023793
M,298.5,309.3,1551,34.7,121,0,10.800000000000011,5635.985804613553,4198.700000000001,0.0223726627981947
H,298.5,309.3,1421,50.3,124,0,10.800000000000011,7484.980632859338,6237.2,0.0353976073187895
M,298.4,309.3,1496,45.6,129,0,10.900000000000034,7143.730366850903,5882.400000000001,0.0304812834224598
H,298.4,309.3,1984,19.2,132,0,10.900000000000034,3989.068687822176,2534.4,0.0096774193548387
L,298.4,309.2,1692,29.8,137,0,10.800000000000011,5280.137604741437,4082.6,0.017612293144208
L,298.4,309.1,1467,42.5,139,0,10.700000000000044,6529.014932322987,5907.5,0.0289706884798909
L,298.4,309.2,1651,28.5,141,0,10.800000000000011,4927.430997522911,4018.5,0.0172622652937613
L,298.3,309.1,1417,60.5,143,0,10.800000000000011,8977.467526775752,8651.5,0.0426958362738179
L,298.2,309.0,1413,55.0,145,0,10.800000000000011,8138.29576912436,7975.0,0.0389242745930644
M,298.2,309.0,1441,44.2,147,0,10.800000000000011,6669.831587032396,6497.400000000001,0.0306731436502428
M,298.2,309.0,1353,50.3,150,0,10.800000000000011,7126.797182448052,7545.0,0.0371766444937176
L,298.1,309.0,1502,40.9,153,0,10.899999999999975,6433.123052559914,6257.7,0.0272303595206391
L,298.2,309.0,1610,31.7,155,0,10.800000000000011,5344.582142042075,4913.5,0.0196894409937888
M,298.2,309.1,1411,45.8,157,0,10.900000000000034,6767.388510901868,7190.599999999999,0.0324592487597448
L,298.3,309.1,1387,52.3,160,0,10.800000000000011,7596.381508355631,8368.0,0.0377072819033886
H,298.3,309.1,1430,40.9,162,0,10.800000000000011,6124.744317683541,6625.8,0.0286013986013986
M,298.4,309.1,1576,38.8,167,0,10.700000000000044,6403.48736186105,6479.599999999999,0.0246192893401015
M,298.5,309.2,1721,29.4,170,0,10.699999999999989,5298.547337691473,4998.0,0.0170830912260313
M,298.5,309.3,1465,42.4,173,0,10.800000000000011,6504.7723090127865,7335.2,0.0289419795221843
M,298.6,309.4,1407,45.1,176,0,10.799999999999956,6645.065364946595,7937.6,0.0320540156361051
M,298.6,309.4,1464,36.9,179,0,10.799999999999956,5657.128723172212,6605.099999999999,0.0252049180327868
M,298.6,309.5,1568,36.7,182,0,10.899999999999975,6026.161140213893,6679.400000000001,0.0234056122448979
L,298.6,309.4,1667,35.6,185,0,10.799999999999956,6214.6148115272335,6586.0,0.0213557288542291
L,298.5,309.4,1360,60.9,187,1,10.899999999999975,8673.308998030701,11388.3,0.0447794117647058
M,298.5,309.3,1488,43.7,189,0,10.800000000000011,6809.464908508949,8259.300000000001,0.0293682795698924
L,298.4,309.3,1504,39.3,192,0,10.900000000000034,6189.691509808754,7545.599999999999,0.0261303191489361
L,298.4,309.2,1610,32.4,194,0,10.800000000000011,5462.601306061932,6285.599999999999,0.0201242236024844
L,298.4,309.2,1345,52.7,196,0,10.800000000000011,7422.693322514164,10329.2,0.039182156133829
M,298.3,309.3,1376,57.0,198,0,11.0,8213.379833545154,11286.0,0.0414244186046511
L,298.4,309.4,1385,50.0,201,0,11.0,7251.843042036439,10050.0,0.0361010830324909
M,298.4,309.4,1429,41.8,203,0,11.0,6255.141356758541,8485.4,0.0292512246326102
L,298.3,309.3,1337,56.1,206,1,11.0,7854.578536578664,11556.6,0.0419596110695587
L,298.4,309.3,1542,35.4,208,0,10.900000000000034,5716.316328765844,7363.2,0.0229571984435797
L,298.4,309.2,2118,17.7,210,0,10.800000000000011,3925.797011778877,3717.0,0.008356940509915
L,298.3,309.1,1386,45.3,212,0,10.800000000000011,6574.913600991933,9603.6,0.0326839826839826
M,298.3,309.1,1632,32.7,0,0,10.800000000000011,5588.516339617811,0.0,0.0200367647058823
L,298.4,309.3,1545,36.9,3,0,10.900000000000034,5970.125599249363,110.7,0.023883495145631
M,298.4,309.3,1390,53.6,5,0,10.900000000000034,7802.040635435132,268.0,0.0385611510791366
M,298.4,309.3,1355,50.6,8,0,10.900000000000034,7179.900570269234,404.8,0.0373431734317343
L,298.4,309.2,1425,45.5,11,0,10.800000000000011,6789.767122570939,500.5,0.0319298245614035
M,298.4,309.2,1491,51.2,13,0,10.800000000000011,7994.222330030731,665.6,0.0343393695506371
H,298.3,309.2,1486,42.4,16,0,10.899999999999975,6598.014778971331,678.4,0.0285329744279946
M,298.3,309.2,1359,51.4,21,0,10.899999999999975,7314.947166471545,1079.4,0.037821927888153
L,298.4,309.3,1395,47.6,24,0,10.900000000000034,6953.601179455648,1142.4,0.0341218637992831
L,298.3,309.2,1383,52.1,26,0,10.899999999999975,7545.508651318502,1354.6,0.0376717281272595
H,298.3,309.1,1484,37.0,28,0,10.800000000000011,5749.952314110279,1036.0,0.024932614555256
L,298.3,309.1,1421,47.4,33,0,10.800000000000011,7053.440993986732,1564.2,0.0333567909922589
L,298.3,309.0,1339,58.8,35,0,10.699999999999989,8244.921423787197,2058.0,0.0439133681852128
L,298.4,309.1,1362,46.1,37,0,10.700000000000044,6575.164928404221,1705.7,0.0338472834067547
H,298.5,309.2,1568,40.6,39,0,10.699999999999989,6666.543386721636,1583.4,0.0258928571428571
L,298.6,309.4,2312,15.5,44,0,10.799999999999956,3752.737144468128,682.0,0.0067041522491349
M,298.5,309.3,1498,34.6,46,0,10.800000000000011,5427.708683656062,1591.6,0.0230974632843791
M,298.5,309.3,1761,27.2,49,0,10.800000000000011,5015.992494427607,1332.8,0.0154457694491766
L,298.6,309.4,1316,51.4,52,0,10.799999999999956,7083.495563706074,2672.8,0.0390577507598784
L,298.6,309.4,1525,37.8,54,0,10.799999999999956,6036.570283872788,2041.2,0.0247868852459016
H,298.6,309.4,1362,45.3,56,0,10.799999999999956,6461.06228322584,2536.8,0.0332599118942731
L,298.7,309.6,1516,38.5,61,0,10.900000000000034,6112.073227314062,2348.5,0.025395778364116
L,298.6,309.5,1450,44.2,63,0,10.899999999999975,6711.4891056189945,2784.6000000000004,0.0304827586206896
M,298.6,309.5,1366,55.0,65,0,10.899999999999975,7867.595202140039,3575.0,0.0402635431918008
L,298.5,309.5,1547,33.1,68,0,11.0,5362.248364730763,2250.8,0.0213962508080155
M,298.6,309.5,1580,33.9,70,0,10.899999999999975,5608.999523719217,2373.0,0.0214556962025316
H,298.7,309.6,1755,26.9,73,0,10.900000000000034,4943.767279321577,1963.7,0.0153276353276353
M,298.7,309.6,1800,24.8,78,0,10.900000000000034,4674.689868541612,1934.4,0.0137777777777777
M,298.8,309.7,1439,45.8,81,0,10.899999999999975,6901.68112486732,3709.8,0.0318276580958999
L,298.9,309.8,1411,56.3,84,0,10.900000000000034,8318.864042877187,4729.2,0.039900779588944
M,298.9,309.9,1645,31.4,86,0,11.0,5409.089511195785,2700.4,0.0190881458966565
M,298.9,309.8,2450,13.9,89,0,10.900000000000034,3566.2312606000137,1237.1,0.0056734693877551
L,299.0,309.9,1630,34.0,92,0,10.899999999999975,5803.568828731544,3128.0,0.0208588957055214
L,299.0,309.9,1411,44.7,94,0,10.899999999999975,6604.852978980645,4201.8,0.0316796598157335
L,298.9,309.9,1526,35.4,96,0,11.0,5657.003059466068,3398.4,0.0231979030144167
L,298.9,309.9,1590,31.3,98,0,11.0,5211.588053040107,3067.4,0.0196855345911949
H,299.0,309.9,1884,25.6,100,0,10.899999999999975,5050.675677323239,2560.0,0.013588110403397
M,298.9,309.8,1947,21.7,105,0,10.900000000000034,4424.399181830114,2278.5,0.0111453518233179
L,298.9,309.9,1373,52.1,108,0,11.0,7490.949658901158,5626.8,0.0379461034231609
L,298.9,309.8,1616,36.5,110,0,10.900000000000034,6176.790035978012,4015.0,0.0225866336633663
M,298.9,309.9,1449,44.1,112,0,11.0,6691.686599925868,4939.2,0.0304347826086956
M,298.9,309.8,1363,50.6,115,0,10.900000000000034,7222.291127141671,5819.0,0.0371239911958914
H,298.8,309.7,1461,55.1,118,0,10.899999999999975,8430.055478863242,6501.8,0.0377138945927447
L,298.8,309.7,1374,58.6,123,0,10.899999999999975,8431.657691116574,7207.8,0.0426491994177583
L,298.7,309.7,1293,59.1,125,0,11.0,8002.296223150458,7387.5,0.045707656612529
M,298.8,309.8,1490,38.6,127,0,11.0,6022.851995952113,4902.2,0.0259060402684563
L,298.8,309.8,1753,27.5,130,0,11.0,5048.277594930998,3575.0,0.0156873930405019
L,298.8,309.8,1493,38.5,132,0,11.0,6019.343884155604,5082.0,0.0257870060281312
L,298.8,309.8,1895,22.0,134,0,11.0,4365.766590938616,2948.0,0.0116094986807387
H,298.7,309.6,1654,34.3,136,0,10.900000000000034,5940.982091399562,4664.799999999999,0.0207376058041112
L,298.7,309.5,1673,30.8,141,0,10.800000000000011,5396.041429707877,4342.8,0.0184100418410041
L,298.8,309.6,1613,27.7,143,0,10.800000000000011,4678.889130721911,3961.1,0.0171729696218226
L,298.8,309.6,1903,22.3,145,0,10.800000000000011,4443.98177603749,3233.5,0.0117183394640042
L,298.8,309.5,1368,44.7,147,0,10.699999999999989,6403.571137665147,6570.900000000001,0.0326754385964912
M,298.8,309.6,1575,34.4,149,0,10.800000000000011,5673.716332383166,5125.599999999999,0.0218412698412698
H,298.8,309.6,1516,40.2,152,0,10.800000000000011,6381.956980208449,6110.400000000001,0.0265171503957783
L,298.8,309.5,1645,32.8,157,0,10.699999999999989,5650.259107236361,5149.599999999999,0.0199392097264437
L,298.8,309.5,1374,48.1,159,0,10.699999999999989,6920.865784005243,7647.900000000001,0.0350072780203784
H,298.9,309.7,1407,48.6,161,0,10.800000000000011,7160.75779903336,7824.6,0.0345415778251599
M,298.9,309.6,1284,55.3,166,0,10.700000000000044,7435.647156222465,9179.8,0.0430685358255451
L,298.9,309.5,1645,31.1,169,0,10.600000000000025,5357.410312044233,5255.900000000001,0.0189057750759878
L,298.8,309.4,1387,54.1,171,0,10.599999999999966,7857.824848987375,9251.1,0.0390050468637346
M,298.8,309.3,1618,35.1,173,0,10.5,5947.223388804694,6072.3,0.0216934487021013
L,298.8,309.3,1357,47.1,176,0,10.5,6693.131732546519,8289.6,0.0347089167280766
L,298.7,309.2,1396,44.8,178,0,10.5,6549.257260987618,7974.4,0.0320916905444126
L,298.7,309.2,1586,31.4,180,0,10.5,5215.085692861105,5652.0,0.0197982345523329
H,298.7,309.2,1449,42.3,182,0,10.5,6418.55653462277,7698.599999999999,0.0291925465838509
M,298.7,309.2,1423,48.9,187,0,10.5,7286.8927440749885,9144.3,0.0343640196767392
H,298.7,309.3,1402,45.3,190,0,10.600000000000025,6650.814479502664,8607.0,0.0323109843081312
M,298.7,309.2,1437,45.7,195,0,10.5,6877.040566487665,8911.5,0.0318023660403618
L,298.6,309.1,1537,35.7,198,0,10.5,5746.067211195341,7068.6,0.0232270657124268
M,298.7,309.1,1423,49.5,200,0,10.400000000000034,7376.302470996155,9900.0,0.0347856640899508
M,298.6,309.1,1587,37.3,203,0,10.5,6198.896376283771,7571.9,0.0235034656584751
M,298.6,309.1,1487,43.2,206,0,10.5,6727.029517278754,8899.2,0.0290517821116341
L,298.6,309.0,1456,47.7,0,0,10.399999999999975,7272.912656766514,0.0,0.032760989010989
L,298.7,309.1,1607,32.7,2,0,10.400000000000034,5502.907939807489,65.4,0.0203484754200373
L,298.6,309.0,1469,46.0,4,0,10.399999999999975,7076.332732455889,184.0,0.0313138189244383
M,298.6,309.0,1481,40.8,6,0,10.399999999999975,6327.670259154417,244.8,0.0275489534098582
L,298.6,308.9,1327,58.8,9,0,10.299999999999956,8171.031164574765,529.1999999999999,0.0443104747550866
L,298.5,308.8,1589,30.6,11,0,10.300000000000011,5091.830541085265,336.6,0.019257394587791
L,298.5,308.8,1670,29.6,13,0,10.300000000000011,5176.506935075022,384.8,0.0177245508982035
M,298.5,308.7,1662,28.3,15,0,10.199999999999989,4925.451794151149,424.5,0.0170276774969915
M,298.5,308.8,1553,34.9,18,0,10.300000000000011,5675.779311559023,628.1999999999999,0.0224726336123631
M,298.5,308.8,1557,36.0,21,0,10.300000000000011,5869.751713967169,756.0,0.0231213872832369
L,298.4,308.8,1352,56.7,24,0,10.400000000000034,8027.648875864927,1360.8000000000002,0.0419378698224852
L,298.5,308.8,1305,58.7,26,0,10.300000000000011,8021.899761308858,1526.2,0.0449808429118774
H,298.5,308.7,1450,43.9,28,0,10.199999999999989,6665.936012141942,1229.2,0.0302758620689655
M,298.5,308.7,1347,48.5,33,0,10.199999999999989,6841.289242089813,1600.5,0.0360059391239792
H,298.6,308.8,1566,39.1,36,0,10.199999999999989,6412.053437829839,1407.6,0.0249680715197956
M,298.5,308.7,1615,33.3,41,0,10.199999999999989,5631.776070457741,1365.3,0.0206191950464396
M,298.5,308.6,1384,54.4,44,0,10.100000000000025,7884.308475057135,2393.6,0.0393063583815028
M,298.5,308.7,1367,47.3,47,0,10.199999999999989,6771.085118257592,2223.1,0.0346013167520117
M,298.5,308.6,1897,20.2,50,0,10.100000000000025,4012.7981843322905,1010.0,0.0106483921982076
L,298.5,308.6,1522,36.9,53,0,10.100000000000025,5881.249943079308,1955.7,0.0242444152431011
M,298.4,308.5,1576,27.4,55,0,10.100000000000025,4522.050353479195,1507.0,0.0173857868020304
H,298.4,308.4,1479,39.2,58,0,10.0,6071.316298621491,2273.6000000000004,0.0265043948613928
L,298.3,308.3,1452,45.5,63,0,10.0,6918.415341735443,2866.5,0.0313360881542699
L,298.3,308.3,1432,46.9,65,0,10.0,7033.062529640446,3048.5,0.0327513966480446
L,298.3,308.2,1663,28.4,67,0,9.899999999999975,4945.830258497434,1902.8,0.0170775706554419
L,298.3,308.3,1597,32.4,69,0,10.0,5418.493345205531,2235.6,0.0202880400751408
L,298.3,308.2,1472,44.3,71,0,9.899999999999975,6828.733343450965,3145.3,0.0300951086956521
L,298.4,308.3,1452,48.5,73,0,9.900000000000034,7374.574595036681,3540.5,0.0334022038567493
H,298.3,308.2,1534,33.2,75,0,9.899999999999975,5333.25146453813,2490.0,0.0216427640156453
L,298.3,308.1,1505,46.1,80,0,9.800000000000011,7265.508970079554,3688.0,0.0306312292358803
L,298.3,308.1,1528,33.9,82,0,9.800000000000011,5424.39953939428,2779.8,0.0221858638743455
H,298.3,308.1,2636,12.8,84,0,9.800000000000011,3533.3283135414163,1075.2,0.0048558421851289
M,298.3,308.1,1722,28.6,89,0,9.800000000000011,5157.364163839147,2545.4,0.0166085946573751
L,298.4,308.1,1395,44.0,92,0,9.700000000000044,6427.698569244717,4048.0,0.0315412186379928
L,298.4,308.1,1375,50.8,94,0,9.700000000000044,7314.674895108234,4775.2,0.0369454545454545
M,298.3,308.0,1766,26.0,96,0,9.699999999999989,4808.312276074298,2496.0,0.014722536806342
L,298.3,307.9,1399,47.8,99,0,9.599999999999966,7002.840408312912,4732.2,0.0341672623302358
L,298.3,308.0,1578,37.8,101,0,9.699999999999989,6246.365841279514,3817.8,0.0239543726235741
L,298.3,307.9,1502,42.0,103,0,9.599999999999966,6606.1410319686165,4326.0,0.0279627163781624
M,298.2,307.9,1529,36.6,105,0,9.699999999999989,5860.26410415333,3843.0,0.0239372138652714
L,298.2,307.8,1804,25.1,108,0,9.600000000000025,4741.7523997202425,2710.8,0.0139135254988913
M,298.2,307.8,1411,53.4,110,0,9.600000000000025,7890.361276903052,5874.0,0.0378454996456413
L,298.1,307.8,1413,54.1,113,0,9.699999999999989,8005.123656538689,6113.3,0.0382873319179051
L,298.2,307.8,1355,59.4,115,0,9.600000000000025,8428.578930316056,6831.0,0.0438376383763837
L,298.2,307.8,1429,46.9,117,0,9.600000000000025,7018.32846009511,5487.3,0.0328201539538138
L,298.1,307.8,1565,35.3,119,0,9.699999999999989,5785.190511708043,4200.7,0.0225559105431309
M,298.1,307.9,1446,42.8,121,0,9.799999999999956,6480.979980649599,5178.799999999999,0.0295988934993084
M,298.2,307.9,1462,38.8,124,0,9.699999999999989,5940.290941015772,4811.2,0.0265389876880984
M,298.2,307.8,1578,34.5,127,0,9.600000000000025,5701.048188469398,4381.5,0.0218631178707224
L,298.1,307.8,1606,33.0,130,0,9.699999999999989,5549.937581831729,4290.0,0.0205479452054794
M,298.1,307.8,1525,35.9,132,0,9.699999999999989,5733.144793413573,4738.8,0.0235409836065573
L,298.1,307.8,1379,49.1,135,0,9.699999999999989,7090.459427421532,6628.5,0.035605511240029
L,298.2,307.8,1575,35.0,137,0,9.600000000000025,5772.676500971244,4795.0,0.0222222222222222
L,298.2,307.9,1399,54.9,139,0,9.699999999999989,8043.011263940981,7631.099999999999,0.0392423159399571
L,298.2,307.9,1429,49.4,141,0,9.699999999999989,7392.439785260094,6965.4,0.0345696291112666
L,298.3,307.9,1435,39.9,143,0,9.599999999999966,5995.8866590088,5705.7,0.0278048780487804
L,298.3,307.9,1766,26.5,145,0,9.599999999999966,4900.779819844957,3842.5,0.0150056625141562
L,298.3,307.9,1703,28.9,147,0,9.599999999999966,5153.960771797759,4248.3,0.0169700528479154
